‫‪serialNum‬‬,url‬‬,name‬‬,year‬‬,producer‬‬,actors‬‬,genres‬‬
31403,http://www.torec.net/sub.asp?sub_id=31403,זה הבן שלי!   /  That's My Boy, 2012, שון אנדרס,"אדם סנדלר, אנדי סמברג, לייטון מיסטר, סוזן סרנדון, ג'יימס קאן, מיילו ונטימיגליה, וויל פורטה, איאן זירינג, טוד ברידג'ס, דיינה גודמן", קומדיה
31151,http://www.torec.net/sub.asp?sub_id=31151,צללים אפלים   /  Dark Shadows, 2012, טים ברטון,"ג'וני דפ, אווה גרין, מישל פייפר, הלנה בונהאם קרטר, ג'וני לי מילר, כריסטופר לי, קלואי גרייס מורץ, ג'קי ארלי היילי, תומאס מק'דונל, האנה מורי", קומדיה / פנטזיה
31385,http://www.torec.net/sub.asp?sub_id=31385,בורסלינו ושות   /  Borsalino And Co., 1974, ג'קוס דראי,"אליין דלון, ריקרוד קוצ'יסולה, דניאל איברנל, ריינהארד קולדהוף, אנדרי פלקון, ליונאל וויטרנט, אדולפו לסטרטי", דרמה / פעולה / פשע  / זר (צרפתית)
31372,http://www.torec.net/sub.asp?sub_id=31372,הצ'יוואווה מבוורלי הילס 3: ויוה לה פיאסטה!   /  Beverly Hills Chihuahua 3: Viva La Fiesta!, 2012, לו ל. ספירו,"גרן בויג'יאן, בריאנה ליין, קמלה ג'ונס, ארין הדסון, פרנסיס פישר, ג'ורג' לופז, מיגואל פרר", משפחה / קומדיה
31369,http://www.torec.net/sub.asp?sub_id=31369,מדגסקר 3 - מקרקסים את אירופה   /  Madagascar 3: Europe's Most Wanted, 2012, אריק דארנל,"בן סטילר, כריס רוק, דייויד שווימר, ג'יידה פינקט סמית', סשה ברון כהן, סדריק הבדרן, אנדי ריכטר, פרנסיס מק'דורמנד, בריאן קרנסטון, מרטין שורט, ג'סיקה צ'סטיין, פז וגה, טום מק'גרת, כריס מילר", אנימציה / הרפתקאות / קומדיה
31368,http://www.torec.net/sub.asp?sub_id=31368,נחטף   /  Hijacked, 2012, ,"דומיניק פרסל, ויני ג'ונס, רנדי קאוטור, ג'ינה פיליפס, טיפאני דופונט, כריסטיאנה סימון, הולט מקקלאני", ברנדון נוט
8524,http://www.torec.net/sub.asp?sub_id=8524,שבעה חטאים   /  se7en, 1995, דיויד פינצ'ר,"בראד פיט, מורגן פרימן, גווינת' פאלטרו, ר. ליי ארמי, אנדרו קווין וולקר, דניאל ססאפה, ג'ון קסיני", פשע
31356,http://www.torec.net/sub.asp?sub_id=31356,קסם החיים   /  The Magic Of Belle Isle, 2012, רוב ריינר,"מורגן פרימן, וירג'יניה מדסן, מדלין קרול, קינן תומפסון, פרד ויליארד", דרמה / קומדיה
31347,http://www.torec.net/sub.asp?sub_id=31347,רוק לנצח   /  Rock of Ages, 2012, אדם שנקמן,"טום קרוז, מיילין אקרמן, בריאן קרנסטון, קתרין זיטה ג'ונס, אלק בולדווין, פול ג'יאמטי, ראסל בראנד, ג'וליאן יו, וויל פורטה, דייגו בונטה, מרי ג'יי. בלייג'", קומדיה / דרמה / מוזיקלי
31344,http://www.torec.net/sub.asp?sub_id=31344,קוריולאנוס   /  Coriolanus, 2011, ראלף פיינס,"ג'רארד באטלר, ראלף פיינס, בריאן קוקס, ונסה רדגרייב, פול ג'סון, סלאבקו סטימק, אשרף ברהום", דרמה / מתח
31340,http://www.torec.net/sub.asp?sub_id=31340,נולד למרוץ   /  Born To Race, 2011, אלכס רנריבלו,"ג'וזף קרוס, ג'ון פייפר-פרגוסון, ברנדו איטון, ניקול בדאן, שרי סטרינגפילד, ספנסר ברסלין, כריסטינה מור", פעולה
31319,http://www.torec.net/sub.asp?sub_id=31319,בשם הכסף   /  For The Love Of Money, 2012, אלי קנר,"יהודה לוי, קלאודיו כאלטררה, ג'יימס קאן, ג'ונתן ליפניקי, אדוארד פרלונג, עודד פאר, פול סורבינו", דרמה / פשע
30937,http://www.torec.net/sub.asp?sub_id=30937,פרומתיאוס   /  Prometheus, 2012, רידלי סקוט,"גאי פירס, שרליז ת'רון, פטריק ווילסון, שון האריס, אידריס אלבה, בנדיקט וונג, מיכאל פאסבנדר, רוף ספאל, לוגן מרשל-גרין, קייט דיקי", הרפתקאות / מדע בדיוני / אימה
28636,http://www.torec.net/sub.asp?sub_id=28636,תפוזים וזריחה   /  Oranges And Sunshine, 2010, ג'ים לואצ',"פדראי הולמס, הוגו וייבינג, אמילי ווטסון", דרמה
31313,http://www.torec.net/sub.asp?sub_id=31313,אל תוך הלבן   /  Into The White, 2012, פיטר נס,"פלורין לוקאס, רופרט גרינט, דיוויד קרוס, סטיג הנריק הוף, לצ'לן ניאבור, מורטן פלדאס, סונדר קרוגטופט לרסן", דרמה / היסטוריה / מלחמה / פעולה
31308,http://www.torec.net/sub.asp?sub_id=31308,האויב שבפנים : קללה   /  Resident Evil: Damnation, 2012, מקוטו קאמיה,"קרולין לורונס, קרן דייר, אליסון קורט, לאורה ביילי, רוג'ר קרייג סמית, סאלי ספיוטי, ריוה די פולה", אימה / אנימציה / מדע בדיוני / פעולה
12355,http://www.torec.net/sub.asp?sub_id=12355,זכרון גורלי   /  Total Recall, 1990, פול וורהובן,"ארנולד שוורצנגר, רייצ'ל טיקוטין, שרון סטון, רוני קוקס, מייקל אירונסיד, מרשל בל, מל ג'ונסון ג'וניור", הרפתקאות / מדע בדיוני / מתח / פעולה
28392,http://www.torec.net/sub.asp?sub_id=28392,כוכב הקופים: המרד   /  Rise of the Planet of the Apes, 2011, רופרט וויט,"ג'יימס פרנקו, תום פלטון, אנדי סירקיס, פריידה פינטו, בריאן קוקס, ג'ון ליטגו, טיילר לבין, דוויד הלאווט, צ'לה הורסדל, סוניה בנט, דיוויד אוילאו, ליה גיבסון, ג'יימי האריס", הרפתקאות / מדע בדיוני / פעולה
31296,http://www.torec.net/sub.asp?sub_id=31296,אורות אדומים   /  Red Lights, 2012, רודריגו קורטס,"רוברט דה נירו, סיגורני וויבר, ג'ואלי ריצ'רדסון, טובי ג'ונס, קיליאן מרפי, ליאונרדו סבראגילה, ברן גורמן", מתח
31285,http://www.torec.net/sub.asp?sub_id=31285,ממלכת אור הירח   /  Moonrise Kingdom, 2012, וס אנדרסון,"ג'ייק ריאן, ביל מארי, ברוס וויליס, פרנסס מקדורמן, אדוארד נורטון, הארווי קייטל, בוב בלאבן", דרמה
31273,http://www.torec.net/sub.asp?sub_id=31273,סופיה   /  Sofia, 2012, יזאק פלורנטין,"כריסטיאן סלייטר, דונאלד סת'רלנד, אליקה פורטנוי, טימוטי ספל, באשאר ראהל, יביילו גרסקוב, וליזרה סטויאנובה", דרמה / מתח / פעולה
31266,http://www.torec.net/sub.asp?sub_id=31266,פיתיון   /  Bait, 2012, קימבל רנדל,"ג'וליאן מקמהון, קריבה היין, פיבי טונקין, יואוו קי, שארני וינסון, אליס פרקינסון, חביאר סמואל", אימה / מתח / פעולה
20536,http://www.torec.net/sub.asp?sub_id=20536,שיגעון בנהר: קריאת הטבע   /  Without A Paddle: Natures Calling, 2009, אלורי אלקיים,"אלן אלברטיני דוו, דני בלרוז, רוברט בלאנצ', מדיסון נוטמפו, וויל קאדי, אוליבר ג'יימס, אמבר מקדונלד", הרפתקאות / קומדיה
31261,http://www.torec.net/sub.asp?sub_id=31261,באד אס   /  Bad Ass, 2012, קרייג מוס,"דני טרג'ו, צ'ארלס ס דוטון, רון פרלמן, ג'וייפול דרייק, פטריק פאביאן, ג'ון דופי, ווינטר איב זולי", פעולה
31252,http://www.torec.net/sub.asp?sub_id=31252,ההרתעה   /  Recoil, 2011, תרי מיילס,"סרינדה סוון, נואל גוגליימי, אדם גרידון ריד, טאג ראניאן, דני טרג'ו, לוצ'לין מונרו, פטריק גילמור", פעולה
31245,http://www.torec.net/sub.asp?sub_id=31245,עד החתונה זה יעבור   /  The Five-Year Engagement, 2012, ניקולס סטולר,"ג'ייסון סיגל, אמילי בלאנט, כריס פראט, מימי קנדי, דיויד פיימר, ג'קי וויבר, ג'ים פידוק, דקוטה ג'ונסון", קומדיה / רומנטיקה
31220,http://www.torec.net/sub.asp?sub_id=31220,האיש הגבוה   /  The Tall Man, 2012, פסקל לוגיאר,"ג'סיקה בייל, סטפן מק'האטי, ג'ודל פרלנד, וויליאם ב דביס, ג'ייקוב דוויס, סמנטה פריס, קת'ארין רמדין", אימה / מיסתורין / מתח
31230,http://www.torec.net/sub.asp?sub_id=31230,עיניי דרקון   /  Dragon Eyes, 2012, ג'ון הימס,"קונג לי, קריסטל מאנטייקון, ז'אן קלוד ואן דאם, פיטר וולר, קריסטופר ואן וארנברג, דני מורה, לואיס דה סילבה ג'וניור", דרמה / פעולה / פשע
31226,http://www.torec.net/sub.asp?sub_id=31226,בחזית הכיתה   /  Front Of The Class, 2008, פיטר ורנר,"ג'יימס וולק, טריט וויליאמס, דומיניק סקוט קאי, שרה דרו, קת'לין יורק, ג'ו צ'רסט, פטרישיה היטון", דרמה
31222,http://www.torec.net/sub.asp?sub_id=31222,האהבות הסודיות   /  Les Amours Secrets, 2010, פרנק פליזון,"אמון, דבורה דורהנד, גרגורי ברבוזה, ריצ'ארד בורינגר, פרדריקוה דופר, סוליבן לראי, אמני בלקקורי", דרמה  / זר (צרפתית)
5239,http://www.torec.net/sub.asp?sub_id=5239,פתיון   /  Bait, 2000, אנטואן פקווה,"ג'יימי פוקס, דיוויד מורס, רוברט פסטורלי, דאג האצ'ינסון, קימברלי אליס, דיוויד פיימר, ג'יימי קנדי, מייק אפס", פעולה / פשע / מתח / קומדיה
31213,http://www.torec.net/sub.asp?sub_id=31213,גרטל וקוטל המכשפות   /  Witchslayer Gretl, 2012, מריו אזופארדי,"פול מקגיליון, אמילי אולרופ, סראין בויילן, ג'פרסון בראון, שאנן דואהרטי", אימה / פנטזיה
31212,http://www.torec.net/sub.asp?sub_id=31212,סאפפו (שאפו)   /  Sappho, 2008, רוברט קרומבי,"אבלון בארי, טוד סוליי, ליודמילה שיריאבה, בוגדן סטופקה, אליסיוס ולאצ'וס, ואסיליס פסיהויופולוס, אוקסנה אוסיפובה", דרמה / רומנטיקה
31204,http://www.torec.net/sub.asp?sub_id=31204,גיהנום   /  Hell, 2011, תים פהלבום,"חנה הרצספרונג, לרס אידינגר, סטייפ ארסג, ליסה ויקארי, לילו באור, אנג'לה ווינקלר, מיצ'אל קרנז", אימה / מדע בדיוני / מתח  / זר (גרמנית)
31198,http://www.torec.net/sub.asp?sub_id=31198,חיילים להשכרה   /  Soldiers Of Fortune, 2012, מקסים קורוסטישאוסקי,"פרדי רודריגז, אוקסנה קורוסטישבסקיה, ראיין דונוו, שרה אן שולץ, שון בין, ג'ימס קרומוול, וינג ראמס", הרפתקאות / פעולה
31191,http://www.torec.net/sub.asp?sub_id=31191,כדור בקנה   /  One In The Chamber, 2012, וויליאם קופמן אי,"קובה גודינג ג'וניור, דולף לונדגרן, לאו גרגורי, בילי מוריי, אנדרו ביקנל, לואיס מנדילור, סלאבי סלאלוב", מתח / פעולה / פשע
31192,http://www.torec.net/sub.asp?sub_id=31192,שחר חדש   /  The Howling: Reborn, 2011, ג'ו נימזיקי,"לנדון ליבוירון, איבאנה מיליצ'ביץ', נילס שניידר, פרנק סקורפיון", אימה
30814,http://www.torec.net/sub.asp?sub_id=30814,גברים בשחור 3   /  Men in Black III, 2012, בארי סוננפלד,"וויל סמית', טומי לי ג'ונס, ג'וש ברולין, אמה תומפסון, מייקל סטלברג, ג'מיין קלמנט, אליס איב, דיויד ראש, ביל היידר, ניקול שרזלינגר, מייק קולטר", פעולה / קומדיה / מדע בדיוני
15266,http://www.torec.net/sub.asp?sub_id=15266,פושע (לשרוד מעבר לסורגים)   /  Felon, 2008, ריק רומן ווג,"ואל קילמר, סטפן דורף, הארולד פארינאו, סאם שפרד, ניק צ'ינלאנד, מריסול ניקולס, אן ארצ'ר", דרמה / פשע
12430,http://www.torec.net/sub.asp?sub_id=12430,משחקים פטריוטיים   /  Patriot Games, 1992, פיליפ נויס,"הריסון פורד, פטריק ברגן, שון בין", פעולה / דרמה / פשע / מתח
31172,http://www.torec.net/sub.asp?sub_id=31172,מבפנים   /  On The Inside, 2011, דוו בראון,"ניק סטאל, דאש מיהוק, אוליביה ויילד, פרויט טיילור ויינס, שורה אגדשלו, תריק תרוטר, דניאל פרנססה", דרמה / מתח
722,http://www.torec.net/sub.asp?sub_id=722,ניחוח אישה   /  Scent Of A Woman, 1992, מרטין ברסט,"אל פצ'ינו, כריס או'דונל, גבריאל אנוואר, פיליפ סימור הופמן", דרמה
31163,http://www.torec.net/sub.asp?sub_id=31163,המוות הוא פרש על סוס   /  Death Rides A Horse, 1967, ג'וליו פטרוני,ג'ון פיליפ לו, מערבון / פעולה  / זר (איטלקית)
31160,http://www.torec.net/sub.asp?sub_id=31160,חברים עם ילדים   /  Friends With Kids, 2011, ג'ניפר ווסטפלדט,"אדוארד ברנס, ג'ניפר ווסטפלדט, אדם סקוט, מייגן פוקס, מאיה רודולף, אילנה לוין, דרק ססיל", קומדיה
30849,http://www.torec.net/sub.asp?sub_id=30849,בית השקט   /  Silent House, 2011, כריס קנטיס,"אליזבת אולסן, אדם טריס", אימה
31156,http://www.torec.net/sub.asp?sub_id=31156,שישה קליעים   /  6 Bullets, 2012, ארני ברברש,"ז'אן קלוד ואן דאם, אנה לויס פלוקמן, ג'ו פלאניגן, קריסטופר ואן וארנברג, לואיס דמפסי, סבסטיאן ונדנברף, וריאל אמיל פוללאק", מתח / פעולה / פשע
